Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Carya ovalis,1A,Food,Nuts,Carya,Pecan,0.918079096,0.0,0.0,0.306026365,UP,4.237288136,3.423790228,100.0,35.88702612,HP,0.306026365,35.88702612,0.306026365,35.88702612,18.09652624,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Carya/Carya ovalis_Run20200203_2020-08-17.html
Carya ovata,1A,Food,Nuts,Carya,Pecan,1.424050633,0.916959672,11.53846154,4.626490614,UP,4.347826087,3.415670659,92.30769231,33.35706302,HP,4.626490614,33.35706302,4.626490614,33.35706302,18.99177682,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Carya/Carya ovata_Run20200203_2020-08-17.html
Carya pallida,1A,Food,Nuts,Carya,Pecan,0.411899314,0.0,0.0,0.137299771,UP,7.291666667,3.70081853,100.0,36.99749507,HP,0.137299771,36.99749507,0.137299771,36.99749507,18.56739742,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Carya/Carya pallida_Run20200203_2020-08-17.html
Carya texana,1A,Food,Nuts,Carya,Pecan,0.368227249,0.0,0.0,0.122742416,UP,8.59375,5.152086356,90.90909091,34.88497576,HP,0.122742416,34.88497576,0.122742416,34.88497576,17.50385909,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Carya/Carya texana_Run20200203_2020-08-17.html
Carya tomentosa,1A,Food,Nuts,Carya,Pecan,0.877919496,0.0,0.0,0.292639832,UP,4.327666151,3.5107609710000003,100.0,35.94614237,HP,0.292639832,35.94614237,0.292639832,35.94614237,18.1193911,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Carya/Carya tomentosa_Run20200203_2020-08-17.html
Carya x lecontei,1A,Food,Nuts,Carya,Pecan,0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Carya/Carya x lecontei_Run20200203_2020-08-17.html
Carya x ludoviciana,1A,Food,Nuts,Carya,Pecan,0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Carya/Carya x ludoviciana_Run20200203_2020-08-18.html
Castanea dentata,1A,Food,Nuts,Castanea,Chestnut,1.214574899,0.0,0.0,0.4048583,UP,10.73943662,5.854311636,77.77777778,31.45717534,HP,0.4048583,31.45717534,0.4048583,31.45717534,15.93101682,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Castanea/Castanea dentata_Run20200203_2020-08-17.html
Castanea ozarkensis,1A,Food,Nuts,Castanea,Chestnut,0.7448789570000001,0.0,0.0,0.248292986,UP,18.18181818,13.04205271,75.0,35.40795696,HP,0.248292986,35.40795696,0.248292986,35.40795696,17.82812497,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Castanea/Castanea ozarkensis_Run20200203_2020-08-17.html
Castanea pumila,1A,Food,Nuts,Castanea,Chestnut,0.601443464,0.0,0.0,0.200481155,UP,7.511737088999999,4.616236172,89.47368421,33.86721916,HP,0.200481155,33.86721916,0.200481155,33.86721916,17.03385016,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Castanea/Castanea pumila_Run20200203_2020-08-17.html
Castanea x neglecta,1C,Food,Nuts,Castanea,Chestnut,0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Castanea/Castanea x neglecta_Run20200203_2020-08-17.html
Citrus depressa,1A,Food,Fruits,Citrus,Citrus,66.66666667,0.0,0.0,22.22222222,UP,0.0,,,0.0,UP,22.22222222,0.0,0.0,22.22222222,11.11111111,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Citrus/Citrus depressa_Run20200203_2020-08-17.html
Comarum palustre,1B,Food,Fruits,Comarum,Strawberry,0.145756856,0.0,0.0,0.048585619,UP,12.57861635,12.34019683,97.43589744,40.78490354,HP,0.048585619,40.78490354,0.048585619,40.78490354,20.41674458,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Comarum/Comarum palustre_Run20200203_2020-08-17.html
Corylus americana,1A,Food,Nuts,Corylus,Hazelnut,1.932123656,3.44383855,41.66666667,15.68087629,UP,5.241090147,3.514448652,95.83333333,34.86295738,HP,15.68087629,34.86295738,15.68087629,34.86295738,25.27191683,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Corylus/Corylus americana_Run20200203_2020-08-17.html
Corylus californica,1A,Food,Nuts,Corylus,Hazelnut,2.820685024,13.0726811,50.0,21.96445537,UP,12.65306122,11.73885498,92.85714286,39.08301969,HP,21.96445537,39.08301969,21.96445537,39.08301969,30.52373753,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Corylus/Corylus californica_Run20200203_2020-08-17.html
Corylus cornuta,1B,Food,Nuts,Corylus,Hazelnut,1.25,0.070334862,5.714285714,2.344873525,UP,7.4315514989999985,7.564357089,97.14285714,37.37958858,HP,2.344873525,37.37958858,2.344873525,37.37958858,19.86223105,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Corylus/Corylus cornuta_Run20200203_2020-08-17.html
Cucumis melo var. agrestis,1A,Food,Fruits,Cucumis,Melon,100.0,0.0,0.0,33.33333333,HP,0.0,,,0.0,UP,33.33333333,0.0,0.0,33.33333333,16.66666667,UP,HP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Cucumis/Cucumis melo var. agrestis_Run20200203_2020-08-18.html
Cucurbita digitata,1B,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",4.789272031,27.64631817,57.14285714,29.85948245,HP,10.24096386,8.621176097000001,85.71428571,34.85880856,HP,29.85948245,34.85880856,29.85948245,34.85880856,32.359145500000004,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Cucurbita/Cucurbita digitata_Run20200203_2020-08-17.html
Cucurbita foetidissima,1B,Food,Oils,Cucurbita,"Zucchini, squash, pumpkin, etc.",2.726106479,6.279630184,59.25925926,22.75499864,UP,7.441154138,5.037404647,88.88888889,33.78914922,HP,22.75499864,33.78914922,22.75499864,33.78914922,28.27207393,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Cucurbita/Cucurbita foetidissima_Run20200203_2020-08-17.html
Cucurbita okeechobeensis subsp. okeechobeensis,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",14.28571429,52.1509843,100.0,55.47889953,MP,0.0,13.59652279,100.0,37.8655076,HP,55.47889953,37.8655076,37.8655076,55.47889953,46.67220356,HP,MP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Cucurbita/Cucurbita okeechobeensis subsp. okeechobeensis_Run20200203_2020-08-17.html
Cucurbita palmata,1B,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",3.682946357,43.00323436,66.66666667,37.78428246,HP,41.7562724,29.39669229,77.77777778,49.64358082,HP,37.78428246,49.64358082,37.78428246,49.64358082,43.71393164,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Cucurbita/Cucurbita palmata_Run20200203_2020-08-17.html
Cucurbita pepo subsp. ovifera var. ozarkana,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",100.0,43.18470972,85.71428571,76.29966515,LP,0.0,6.693452357999999,85.71428571,30.80257936,HP,76.29966515,30.80257936,30.80257936,76.29966515,53.55112225,HP,LP,MP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Cucurbita/Cucurbita pepo subsp. ovifera var. ozarkana_Run20200203_2020-08-17.html
Cucurbita pepo subsp. ovifera var. texana,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",28.33333333,59.48361728,83.33333333,57.05009465,MP,0.0,0.456452356,83.33333333,27.92992856,HP,57.05009465,27.92992856,27.92992856,57.05009465,42.49001161,HP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Cucurbita/Cucurbita pepo subsp. ovifera var. texana_Run20200203_2020-08-17.html
Dasiphora fruticosa,1B,Food,Fruits,Dasiphora,Strawberry,0.597639325,3.675669734,27.27272727,10.51534544,UP,21.99004975,18.27082509,87.87878788,42.71322091,HP,10.51534544,42.71322091,10.51534544,42.71322091,26.61428318,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Dasiphora/Dasiphora fruticosa_Run20200203_2020-08-17.html
Daucus pusillus,1B,Food,Vegetables,Daucus,Carrot,0.92173913,23.5173136,52.17391304,25.53765526,HP,11.68958743,11.44646115,86.95652174,36.69752344,HP,25.53765526,36.69752344,25.53765526,36.69752344,31.11758935,HP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Daucus/Daucus pusillus_Run20200203_2020-08-17.html
Dioscorea villosa,1B,Food,Roots and tubers,Dioscorea,Yam,0.43911007,0.822133351,16.0,5.753747807000001,UP,5.8823529410000015,4.576306432,92.0,34.15288646,HP,5.753747807000001,34.15288646,5.753747807000001,34.15288646,19.95331713,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Dioscorea/Dioscorea villosa_Run20200203_2020-08-17.html
Diospyros texana,1C,Food,Roots and tubers,Diospyros,Persimmon,3.237858032,4.830145811,40.0,16.02266795,UP,15.98173516,6.71050271,100.0,40.89741262,HP,16.02266795,40.89741262,16.02266795,40.89741262,28.46004029,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Diospyros/Diospyros texana_Run20200203_2020-08-17.html
Diospyros virginiana,1A,Food,Fruits,Diospyros,Persimmon,1.7512853469999998,1.232953424,11.53846154,4.840900103,UP,7.663316582999999,5.429747811,96.15384615,36.41563685,HP,4.840900103,36.41563685,4.840900103,36.41563685,20.62826848,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Diospyros/Diospyros virginiana_Run20200203_2020-08-17.html
Drymocallis glandulosa,1B,Food,Fruits,Drymocallis,Strawberry,0.453074434,1.7032101919999998,8.695652174,3.617312266,UP,19.51588502,16.43449705,95.65217391,43.86751866,HP,3.617312266,43.86751866,3.617312266,43.86751866,23.74241546,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Drymocallis/Drymocallis glandulosa_Run20200203_2020-08-17.html
Echinacea purpurea,1A,Medicinal,Medicinals,Echinacea,Echinacea,8.891928865,7.0136998460000015,82.35294118,32.75285663,HP,5.769230769,4.112070115,100.0,36.62710029,HP,32.75285663,36.62710029,32.75285663,36.62710029,34.68997846,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Echinacea/Echinacea purpurea_Run20200203_2020-08-17.html
Elymus alaskanus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.742115028,0.747230483,11.11111111,4.200152207,UP,35.40669856,27.6843882,94.44444444,52.51184374,MP,4.200152207,52.51184374,4.200152207,52.51184374,28.35599797,UP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus alaskanus_Run20200203_2020-08-17.html
Elymus albicans,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.384615385,1.2972222409999998,5.8823529410000015,2.521396856,UP,12.5984252,9.501770704,94.11764706,38.73928099,HP,2.521396856,38.73928099,2.521396856,38.73928099,20.63033892,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus albicans_Run20200203_2020-08-17.html
Elymus arizonicus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.8438818570000001,4.236735631,9.090909091,4.723842193,UP,41.66666667,21.13608573,63.63636364,42.14637201,HP,4.723842193,42.14637201,4.723842193,42.14637201,23.435107100000003,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus arizonicus_Run20200203_2020-08-17.html
Elymus bakeri,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3.773584906,0.0,0.0,1.257861635,UP,28.07017544,28.6556783,100.0,52.24195125,MP,1.257861635,52.24195125,1.257861635,52.24195125,26.74990644,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus bakeri_Run20200203_2020-08-17.html
Elymus canadensis,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.70950836,2.733596476,27.77777778,10.7402942,UP,8.447937132,4.579394402,94.44444444,35.82392533,HP,10.7402942,35.82392533,10.7402942,35.82392533,23.28210977,UP,HP,UP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus canadensis_Run20200203_2020-08-17.html
Elymus curvatus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.307189542,0.0,0.0,0.435729847,UP,11.11111111,3.492981148,92.30769231,35.63726152,HP,0.435729847,35.63726152,0.435729847,35.63726152,18.03649568,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus curvatus_Run20200203_2020-08-17.html
Elymus elymoides,1B,Food,Cereals and pseudocereals,Elymus,Wheat,2.681194907,32.51413302,75.0,36.73177598,HP,20.74783402,16.36493339,96.42857143,44.51377961,HP,36.73177598,44.51377961,36.73177598,44.51377961,40.62277779,HP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus elymoides_Run20200203_2020-08-18.html
Elymus elymoides subsp. brevifolius,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.569282137,16.67442525,28.57142857,15.60504532,UP,11.56716418,13.66972631,95.23809524,40.15832858,HP,15.60504532,40.15832858,15.60504532,40.15832858,27.88168695,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus elymoides subsp. brevifolius_Run20200203_2020-08-17.html
Elymus elymoides subsp. californicus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.95035461,5.765717849,35.29411765,14.33673004,UP,33.33333333,22.5925842,88.23529412,48.05373722,HP,14.33673004,48.05373722,14.33673004,48.05373722,31.19523363,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus elymoides subsp. californicus_Run20200203_2020-08-17.html
Elymus elymoides subsp. elymoides,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.787994891,13.48117078,47.36842105,20.87919558,UP,13.49480969,17.64291221,100.0,43.71257397,HP,20.87919558,43.71257397,20.87919558,43.71257397,32.29588477,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus elymoides subsp. elymoides_Run20200203_2020-08-17.html
Elymus elymoides subsp. hordeoides,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,10.0,5.661050639,100.0,38.55368355,HP,0.0,38.55368355,0.0,38.55368355,19.27684177,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus elymoides subsp. hordeoides_Run20200203_2020-08-17.html
Elymus glabriflorus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,5.856832972,0.0,0.0,1.952277657,UP,3.636363636000001,3.804077134,93.75,33.73014692,HP,1.952277657,33.73014692,1.952277657,33.73014692,17.84121229,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus glabriflorus_Run20200203_2020-08-18.html
Elymus glabriflorus var. australis,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,0.0,0.351557415,100.0,33.45051914,HP,0.0,33.45051914,0.0,33.45051914,16.72525957,UP,HP,UP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus glabriflorus var. australis_Run20200203_2020-08-17.html
Elymus glabriflorus var. glabriflorus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,0.0,2.388354972,100.0,34.12945166,HP,0.0,34.12945166,0.0,34.12945166,17.06472583,UP,HP,UP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus glabriflorus var. glabriflorus_Run20200203_2020-08-17.html
Elymus glaucus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,2.319187089,10.27973217,42.85714286,18.48535404,UP,19.15154487,16.49217929,88.57142857,41.40505091,HP,18.48535404,41.40505091,18.48535404,41.40505091,29.94520248,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus glaucus_Run20200203_2020-08-18.html
Elymus glaucus subsp. glaucus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.331971399,1.7289027280000002,20.0,7.353624709,UP,19.71057884,17.22556335,93.33333333,43.42315851,HP,7.353624709,43.42315851,7.353624709,43.42315851,25.38839161,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Elymus/Elymus glaucus subsp. glaucus_Run20200203_2020-08-17.html
Elymus glaucus subsp. mackenziei,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Elymus/Elymus glaucus subsp. mackenziei_Run20200203_2020-08-17.html
Elymus glaucus subsp. virescens,1B,Food,Cereals and pseudocereals,Elymus,Wheat,1.435406699,0.0,0.0,0.4784689,UP,22.09302326,15.47672538,100.0,45.85658288,HP,0.4784689,45.85658288,0.4784689,45.85658288,23.16752589,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus glaucus subsp. virescens_Run20200203_2020-08-17.html
Elymus hirsutus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,21.77419355,25.80750045,100.0,49.193898,HP,0.0,49.193898,0.0,49.193898,24.596949,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus hirsutus_Run20200203_2020-08-17.html
Elymus hystrix,1B,Food,Cereals and pseudocereals,Elymus,Wheat,2.128367143,0.991222349,21.05263158,8.057407024,UP,6.189555126,4.255223717,94.73684211,35.06054032,HP,8.057407024,35.06054032,8.057407024,35.06054032,21.55897367,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus hystrix_Run20200203_2020-08-17.html
Elymus interruptus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3.125,0.0,0.0,1.041666667,UP,0.0,17.9464832,100.0,39.3154944,HP,1.041666667,39.3154944,1.041666667,39.3154944,20.17858053,UP,HP,UP,Endangered (EN),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Elymus/Elymus interruptus_Run20200203_2020-08-17.html
Elymus lanceolatus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,2.466367713,0.83226544,12.5,5.266211051,UP,10.74168798,12.05426293,100.0,40.93198363,HP,5.266211051,40.93198363,5.266211051,40.93198363,23.09909734,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Elymus/Elymus lanceolatus_Run20200203_2020-08-18.html
Elymus lanceolatus subsp. lanceolatus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,2.9064486830000003,0.825316985,7.407407407000001,3.713057692,UP,8.563535912,9.671559073,85.18518519,34.47342672,HP,3.713057692,34.47342672,3.713057692,34.47342672,19.09324221,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus lanceolatus subsp. lanceolatus_Run20200203_2020-08-17.html
Elymus lanceolatus subsp. psammophilus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,4.761904762,0.0,0.0,1.5873015869999998,UP,24.0,9.369710527999999,85.71428571,39.69466541,HP,1.5873015869999998,39.69466541,1.5873015869999998,39.69466541,20.6409835,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus lanceolatus subsp. psammophilus_Run20200203_2020-08-17.html
Elymus lanceolatus subsp. riparius,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.0,0.0,0.0,0.0,UP,6.896551724,9.667701067000001,100.0,38.85475093,HP,0.0,38.85475093,0.0,38.85475093,19.42737547,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus lanceolatus subsp. riparius_Run20200203_2020-08-17.html
Elymus macgregorii,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.564971751,0.0,0.0,0.188323917,UP,3.076923077,3.903471264,93.75,33.57679811,HP,0.188323917,33.57679811,0.188323917,33.57679811,16.88256102,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Elymus/Elymus macgregorii_Run20200203_2020-08-17.html
Elymus macrourus,1B,Food,Cereals and pseudocereals,Elymus,Wheat,0.668576886,1.052804701,14.28571429,5.335698624,UP,30.62645012,25.8967321,95.23809524,50.58709248,MP,5.335698624,50.58709248,5.335698624,50.58709248,27.96139555,UP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Elymus/Elymus macrourus_Run20200203_2020-08-17.html
